Constituent ID,Constituent type,Constituent codes,Lifetime giving,First gift amount,First gift type,First gift date,Latest gift amount,Latest gift type,Latest gift date,Greatest gift amount,Greatest gift type,Greatest gift date,Prospect status,Last action category,Last action date,Prospect classification,Gender,Spouse,Tags,BPI - Bass Society,"Committee, WSF Board+","Committee, WSF-Driven","Committees, Outside",Community Groups,"Events, BPI","Events, Community Conversations","Events, Donor","Events, PA","Events, Prospect","Events, Sponsor","Events, Volunteer","Events, Womens Fund","Events, WSF",Legacy,Original Building Donor - 2014,Stewardship Letters,Tax Status,Echo Award,Date added,Solicit codes,Professional Advisors,Prospect Type,Transformational Donor
2008.452,Individual,,250,250,One-time gift,4/1/2008,250,One-time gift,4/1/2008,250,One-time gift,4/1/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,1,,,4/2/2008,,,,
2008.1793,Individual,,250,250,One-time gift,11/3/2008,250,One-time gift,11/3/2008,250,One-time gift,11/3/2008,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/6/2008,,,,
2001.MID.06289,Individual,,250,100,One-time gift,12/18/2001,150,One-time gift,12/29/2008,150,One-time gift,12/29/2008,,,,,Male,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,12/19/2001,,,,
2009.415,Individual,,250,50,One-time gift,4/17/2009,200,One-time gift,12/23/2016,200,One-time gift,12/23/2016,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/21/2009,,,,
2145,Individual,,250,250,One-time gift,11/4/2005,250,One-time gift,11/4/2005,250,One-time gift,11/4/2005,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/7/2005,,,,
973,Organization,,250,250,One-time gift,10/13/2004,250,One-time gift,10/13/2004,250,One-time gift,10/13/2004,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/15/2004,,,,
2010.459,Organization,,250,250,One-time gift,4/20/2010,250,One-time gift,4/20/2010,250,One-time gift,4/20/2010,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/21/2010,,,,
2008.1859,Organization,,250,250,One-time gift,11/17/2008,250,One-time gift,11/17/2008,250,One-time gift,11/17/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/21/2008,,,,
2020.1751,Individual,,250,250,One-time gift,1/10/2022,250,One-time gift,1/10/2022,250,One-time gift,1/10/2022,,,,,Unknown,0,,,,BPI Advisory Committee - Current Member (12/8/2020),,,,,,,,,,,Jazz on the Rooftop (9/20/2022),0,,,,,12/8/2020,,,BPI (12/8/2020),
2014.1196,Individual,,250,250,One-time gift,10/22/2014,250,One-time gift,10/22/2014,250,One-time gift,10/22/2014,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/23/2014,,,,
2021.122,Individual,Individual (2/3/2021 - No end date),250,250,One-time gift,2/1/2021,250,One-time gift,2/1/2021,250,One-time gift,2/1/2021,,,,,Female,1,Higher giving potential;Lapsing donor,,,,,,,,,,,,,,,0,,,,,2/3/2021,,,,
2011.1189,Individual,,250,100,One-time gift,6/27/2011,50,One-time gift,11/22/2016,100,One-time gift,6/27/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/28/2011,,,,
2017.188,Individual,Individual (No start date - No end date),250,250,One-time gift,12/29/2017,250,One-time gift,12/29/2017,250,One-time gift,12/29/2017,,,,,Male,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,12/29/2017,,,,
2001.MID.06283,Individual,,250,50,One-time gift,12/17/2001,200,One-time gift,12/30/2002,200,One-time gift,12/30/2002,,,,,Male,0,Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,12/17/2001,,,,
123,Organization,,250,250,One-time gift,5/6/2003,250,One-time gift,5/6/2003,250,One-time gift,5/6/2003,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/7/2003,,,,
1173,Individual,,250,250,One-time gift,12/22/2004,250,One-time gift,12/22/2004,250,One-time gift,12/22/2004,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/28/2004,,,,
2002.MID.06411,Individual,,250,250,One-time gift,1/22/2002,250,One-time gift,1/22/2002,250,One-time gift,1/22/2002,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/24/2002,,,,
2007.625,Individual,,250,250,One-time gift,6/29/2007,250,One-time gift,6/29/2007,250,One-time gift,6/29/2007,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/10/2007,,,,
1998.MID.04176,Organization,,250,250,One-time gift,12/3/1998,250,One-time gift,12/3/1998,250,One-time gift,12/3/1998,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/10/1998,,,,
2013.189,Organization,,250,250,One-time gift,2/25/2013,250,One-time gift,2/25/2013,250,One-time gift,2/25/2013,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/26/2013,,,,
2012.114,Individual,,250,250,One-time gift,1/31/2012,250,One-time gift,1/31/2012,250,One-time gift,1/31/2012,,,,,Male,1,Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,1/31/2012,,,,
1999.MID.04802,Individual,,250,250,One-time gift,11/8/1999,250,One-time gift,11/8/1999,250,One-time gift,11/8/1999,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/11/1999,,,,
2008.1142,Individual,,250,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/4/2008,,,,
2012.864,Individual,,250,250,One-time gift,6/5/2012,250,One-time gift,6/5/2012,250,One-time gift,6/5/2012,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/5/2012,,,,
2007.244,Individual,Individual (No start date - No end date),250,250,One-time gift,3/21/2007,250,One-time gift,3/21/2007,250,One-time gift,3/21/2007,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,3/22/2007,,,,
2010.1625,Individual,,250,150,One-time gift,9/8/2010,100,One-time gift,12/14/2010,150,One-time gift,9/8/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/9/2010,,,,
2015.977,Individual,,250,250,One-time gift,7/17/2015,250,One-time gift,7/17/2015,250,One-time gift,7/17/2015,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,7/20/2015,,,,
2001.MID.05725,Individual,Volunteer (No start date - No end date);Prospect (No start date - No end date),250,50,One-time gift,10/15/2001,100,One-time gift,9/14/2005,100,One-time gift,12/22/2003,,Task/Other,9/18/2003,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/27/2001,,,Elkin (No date),
2020.1008,Individual,Individual (6/23/2020 - No end date),250,250,One-time gift,6/17/2020,250,One-time gift,6/17/2020,250,One-time gift,6/17/2020,,,,,Female,0,Higher giving potential;Lapsed donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/23/2020,,,,
2010.1748,Individual,,250,50,One-time gift,10/12/2010,50,One-time gift,10/14/2014,50,One-time gift,10/12/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/12/2010,,,,
2017.13,Organization,,250,250,One-time gift,2/6/2017,250,One-time gift,2/6/2017,250,One-time gift,2/6/2017,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/7/2017,,,,
2002.MID.06362,Individual,,250,150,One-time gift,12/26/2001,100,One-time gift,12/23/2004,150,One-time gift,12/26/2001,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/3/2002,,,,
2011.53,Individual,,250,250,One-time gift,4/18/2011,250,One-time gift,4/18/2011,250,One-time gift,4/18/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/19/2011,,,,
2006.3046,Organization,,250,250,One-time gift,6/2/2006,250,One-time gift,6/2/2006,250,One-time gift,6/2/2006,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/2/2006,,,,
2019.1496,Individual,Individual (10/30/2019 - No end date),250,250,One-time gift,10/30/2019,250,One-time gift,10/30/2019,250,One-time gift,10/30/2019,,,,,Male,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,10/30/2019,,,,
2012.562,Individual,,250,250,One-time gift,4/23/2012,250,One-time gift,4/23/2012,250,One-time gift,4/23/2012,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/25/2012,,,,
2022.592,Organization,,250,250,One-time gift,5/4/2022,250,One-time gift,5/4/2022,250,One-time gift,5/4/2022,,,,,,0,,,,,,,,,,,,,,,,0,,,,,5/4/2022,,,,
2013.834,Individual,,250,250,One-time gift,6/19/2013,250,One-time gift,6/19/2013,250,One-time gift,6/19/2013,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,6/19/2013,,,,
2020.1522,Individual,Individual (10/8/2020 - No end date),250,50,Soft credit one-time gift,12/20/2004,200,One-time gift,10/8/2020,200,One-time gift,10/8/2020,,,,,Unknown,0,Higher giving potential;Lapsed donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,12/31/2004,,,,
2013.25,Individual,,250,50,One-time gift,1/3/2013,50,One-time gift,9/15/2017,150,One-time gift,2/18/2016,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/7/2013,,,,
2033,Individual,,250,250,One-time gift,9/12/2005,250,One-time gift,9/12/2005,250,One-time gift,9/12/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/16/2005,,,,
2018.423,Individual,Individual (4/27/2018 - No end date),250,100,One-time gift,4/24/2018,50,One-time gift,10/21/2022,100,One-time gift,4/24/2018,,,,,Male,0,,,,,,,,,,,,,,,,0,,,,,4/27/2018,,,,
934,Individual,,250,50,One-time gift,8/5/2004,100,One-time gift,12/15/2009,100,One-time gift,12/15/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/30/2004,,,,
2021.1407,Individual,Individual (9/29/2021 - No end date),250,250,One-time gift,9/29/2021,250,One-time gift,9/29/2021,250,One-time gift,9/29/2021,,,,,Unknown,1,Higher giving potential;At risk donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,9/29/2021,,,,
2008.754,Individual,,250,250,One-time gift,6/9/2008,250,One-time gift,6/9/2008,250,One-time gift,6/9/2008,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/13/2008,,,,
2017.399,Organization,,250,250,One-time gift,3/23/2017,250,One-time gift,3/23/2017,250,One-time gift,3/23/2017,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/24/2017,,,,
2323,Individual,,250,250,One-time gift,12/2/2005,250,One-time gift,12/2/2005,250,One-time gift,12/2/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/16/2005,,,,
2022.857,Individual,,250,250,One-time gift,6/5/2022,250,One-time gift,6/5/2022,250,One-time gift,6/5/2022,,,,,Unknown,0,,,,,,,,,,,,,,,,0,,,,,6/8/2022,,,,
2012.1294,Individual,,250,250,One-time gift,8/4/2012,250,One-time gift,8/4/2012,250,One-time gift,8/4/2012,,,,,Unknown,1,Lost donor,,,,,,,,,,,,,,,0,,,,,8/6/2012,,1,,
2012.2106,Individual,,250,250,One-time gift,11/29/2012,250,One-time gift,11/29/2012,250,One-time gift,11/29/2012,,,,,Female,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,11/30/2012,,,,
2002.MID.07061,Organization,,250,50,One-time gift,9/12/2002,100,One-time gift,10/15/2013,100,One-time gift,7/30/2007,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/13/2002,,,,
2008.1863,Organization,,250,250,One-time gift,11/17/2008,250,One-time gift,11/17/2008,250,One-time gift,11/17/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/21/2008,,,,
1998.MID.03937,Organization,Religious Organization (No start date - No end date),250,250,One-time gift,5/11/2020,250,One-time gift,5/11/2020,250,One-time gift,5/11/2020,,,,,,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,11/12/1998,,,,
1996.MID.02118,Individual,Individual (No start date - No end date),250,200,One-time gift,11/19/2009,50,One-time gift,3/28/2022,200,One-time gift,11/19/2009,,,,,Male,1,,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2008.769,Individual,,250,250,One-time gift,6/11/2008,250,One-time gift,6/11/2008,250,One-time gift,6/11/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/13/2008,,,,
2001.MID.06213,Individual,,250,100,One-time gift,11/28/2001,150,Soft credit one-time gift,3/14/2014,150,Soft credit one-time gift,3/14/2014,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/29/2001,,,,
1895,Individual,,250,100,One-time gift,8/1/2005,50,One-time gift,5/4/2015,100,One-time gift,8/1/2005,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,8/11/2005,,,,
2011.1459,Individual,,250,150,One-time gift,8/19/2011,100,One-time gift,9/23/2011,150,One-time gift,8/19/2011,,,,,Male,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,8/19/2011,,,,
1998.MID.03071,Organization,Business (No start date - No end date),250,250,One-time gift,3/5/1998,250,One-time gift,3/5/1998,250,One-time gift,3/5/1998,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/18/1998,,,Mailing Recipient (No date),
2933,Individual,,250,250,One-time gift,3/30/2006,250,One-time gift,3/30/2006,250,One-time gift,3/30/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/31/2006,,,,
2008.65,Organization,,250,250,One-time gift,5/14/2008,250,One-time gift,5/14/2008,250,One-time gift,5/14/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/19/2008,,,,
2007.5439,Individual,,250,250,One-time gift,11/2/2007,250,One-time gift,11/2/2007,250,One-time gift,11/2/2007,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/7/2007,,,,
2008.105,Organization,,250,250,One-time gift,8/29/2008,250,One-time gift,8/29/2008,250,One-time gift,8/29/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/2/2008,,,,
2014.283,Organization,,250,250,One-time gift,4/9/2014,250,One-time gift,4/9/2014,250,One-time gift,4/9/2014,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2014,,,,
2013.466,Individual,,250,250,One-time gift,5/3/2013,250,One-time gift,5/3/2013,250,One-time gift,5/3/2013,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,5/3/2013,,,,
2008.1812,Individual,,250,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/7/2008,,,,
2020.634,Organization,Organization (5/6/2020 - No end date),250,250,One-time gift,5/6/2020,250,One-time gift,5/6/2020,250,One-time gift,5/6/2020,,,,,,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/6/2020,,,,
2011.557,Organization,,250,250,One-time gift,4/21/2011,250,One-time gift,4/21/2011,250,One-time gift,4/21/2011,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/25/2011,,,,
2012.572,Individual,,250,250,One-time gift,4/23/2012,250,One-time gift,4/23/2012,250,One-time gift,4/23/2012,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/25/2012,,,,
2022.615,Individual,,250,250,One-time gift,5/4/2022,250,One-time gift,5/4/2022,250,One-time gift,5/4/2022,,,,,Unknown,0,,,,,,,,,,,,,,,,0,,,,,5/9/2022,,,,
2002.MID.06741,Organization,,250,250,One-time gift,3/22/2002,250,One-time gift,3/22/2002,250,One-time gift,3/22/2002,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/26/2002,,,,
2013.415,Individual,,250,250,One-time gift,4/23/2013,250,One-time gift,4/23/2013,250,One-time gift,4/23/2013,,,,,Unknown,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,4/24/2013,,,,
2008.1805,Individual,,250,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,11/7/2008,,,,
91,Organization,,250,250,One-time gift,4/3/2003,250,One-time gift,4/3/2003,250,One-time gift,4/3/2003,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2003,,,,
2007.802,Individual,,250,250,One-time gift,8/20/2007,250,One-time gift,8/20/2007,250,One-time gift,8/20/2007,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/22/2007,,,,
394,Individual,,250,25,One-time gift,12/17/2003,25,One-time gift,1/19/2012,200,One-time gift,12/27/2004,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,12/17/2003,,,,
2015.208,Individual,,250,250,One-time gift,2/23/2015,250,One-time gift,2/23/2015,250,One-time gift,2/23/2015,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,2/23/2015,,,,
2009.1354,Individual,,250,250,One-time gift,9/21/2009,250,One-time gift,9/21/2009,250,One-time gift,9/21/2009,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,9/23/2009,,,,
2916,Individual,,250,250,One-time gift,3/27/2006,250,One-time gift,3/27/2006,250,One-time gift,3/27/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/27/2006,,,,
2009.1344,Individual,,250,250,One-time gift,9/18/2009,250,One-time gift,9/18/2009,250,One-time gift,9/18/2009,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/23/2009,,,,
2905,Individual,,250,250,One-time gift,3/23/2006,250,One-time gift,3/23/2006,250,One-time gift,3/23/2006,,,,,Male,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,3/24/2006,,,,
2015.386,Individual,,250,150,One-time gift,4/17/2015,100,One-time gift,3/28/2019,150,One-time gift,4/17/2015,,,,,Unknown,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,4/20/2015,,,,
2008.5,Individual,,250,50,One-time gift,12/28/2007,50,One-time gift,12/22/2016,50,One-time gift,12/28/2007,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,1/10/2008,,,,
2014.1446,Individual,,250,250,One-time gift,12/19/2014,250,One-time gift,12/19/2014,250,One-time gift,12/19/2014,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,12/29/2014,,,,
2016.919,Organization,,250,250,One-time gift,6/16/2016,250,One-time gift,6/16/2016,250,One-time gift,6/16/2016,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/23/2016,,,,
2008.1388,Individual,,250,250,One-time gift,9/18/2008,250,One-time gift,9/18/2008,250,One-time gift,9/18/2008,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/23/2008,,,,
1490,Individual,,250,250,One-time gift,4/23/2005,250,One-time gift,4/23/2005,250,One-time gift,4/23/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/27/2005,,,,
2008.1003,Individual,,250,250,One-time gift,8/27/2008,250,One-time gift,8/27/2008,250,One-time gift,8/27/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/27/2008,,,,
2007.357,Individual,,250,250,One-time gift,3/28/2007,250,One-time gift,3/28/2007,250,One-time gift,3/28/2007,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/30/2007,,,,
885,Individual,,250,100,One-time gift,8/16/2004,150,One-time gift,8/18/2005,150,One-time gift,8/18/2005,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,8/17/2004,,,,
2007.1124,Organization,Grant Requestor / Recipient (No start date - No end date);Grant Payee (No start date - No end date),250,250,One-time gift,9/3/2008,250,One-time gift,9/3/2008,250,One-time gift,9/3/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,501 (c)(3) Public Charity (No date),,10/6/2007,,,,
2016.141,Individual,Individual (No start date - No end date),250,100,One-time gift,2/11/2016,50,One-time gift,9/28/2020,100,One-time gift,2/11/2016,,,,,Female,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,2/12/2016,,,,
2008.1794,Individual,,250,250,One-time gift,11/3/2008,250,One-time gift,11/3/2008,250,One-time gift,11/3/2008,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/6/2008,,,,
2017.1725,Individual,Individual (No start date - No end date),250,250,One-time gift,11/22/2017,250,One-time gift,11/22/2017,250,One-time gift,11/22/2017,,,,,Male,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,2/19/2001,,1,,
1999.MID.04331,Organization,,250,250,One-time gift,4/8/1999,250,One-time gift,4/8/1999,250,One-time gift,4/8/1999,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/8/1999,,,,
2009.519,Individual,,250,100,One-time gift,5/15/2009,150,One-time gift,9/20/2009,150,One-time gift,9/20/2009,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,5/18/2009,,,,
2017.145,Individual,Individual (No start date - No end date),250,100,One-time gift,2/28/2018,150,One-time gift,12/26/2018,150,One-time gift,12/26/2018,,,,,Male,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,10/6/2017,,,BPI (5/1/2019),
2015.1239,Individual,,250,250,One-time gift,9/9/2015,250,One-time gift,9/9/2015,250,One-time gift,9/9/2015,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,9/14/2015,,,,
2012.642,Individual,,250,250,One-time gift,4/26/2012,250,One-time gift,4/26/2012,250,One-time gift,4/26/2012,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,5/1/2012,,,,
1160,Individual,,250,250,One-time gift,12/15/2004,250,One-time gift,12/15/2004,250,One-time gift,12/15/2004,,,,,Female,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,12/22/2004,,,,
2018.476,Individual,,250,250,One-time gift,5/29/2018,250,One-time gift,5/29/2018,250,One-time gift,5/29/2018,,,,,Male,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/11/2018,,,,
2009.1537,Individual,,250,250,One-time gift,10/26/2009,250,One-time gift,10/26/2009,250,One-time gift,10/26/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/28/2009,,,,
2014.218,Individual,,250,150,One-time gift,4/1/2014,100,One-time gift,3/17/2015,150,One-time gift,4/1/2014,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,3/24/2010,No WSF Enews,,,
1844,Individual,,250,250,One-time gift,7/28/2005,250,One-time gift,7/28/2005,250,One-time gift,7/28/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/15/2004,,,,
2012.796,Individual,,250,250,One-time gift,5/24/2012,250,One-time gift,5/24/2012,250,One-time gift,5/24/2012,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/24/2012,,,,
2012.2234,Individual,,250,250,One-time gift,12/16/2012,250,One-time gift,12/16/2012,250,One-time gift,12/16/2012,,,,,Female,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,12/18/2012,,,,
2009.1,Organization,,250,250,One-time gift,1/22/2009,250,One-time gift,1/22/2009,250,One-time gift,1/22/2009,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/26/2009,,,,
2018.1484,Individual,Individual (No start date - No end date),250,250,One-time gift,12/18/2018,250,One-time gift,12/18/2018,250,One-time gift,12/18/2018,,,,,Male,1,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,12/18/2018,,,,
2007.5464,Individual,,250,250,One-time gift,11/6/2007,250,One-time gift,11/6/2007,250,One-time gift,11/6/2007,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/13/2007,,,,
2014.1435,Individual,,250,250,One-time gift,12/22/2014,250,One-time gift,12/22/2014,250,One-time gift,12/22/2014,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/23/2014,,,,
2015.873,Individual,,250,250,One-time gift,7/1/2015,250,One-time gift,7/1/2015,250,One-time gift,7/1/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/2/2015,"No Email, Mail, Phone, or Solicit.",,,
2589,Individual,,250,100,One-time gift,12/28/2005,50,One-time gift,10/31/2013,100,One-time gift,12/28/2005,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/28/2006,,,,
2014.814,Individual,,250,100,One-time gift,7/11/2014,150,One-time gift,9/15/2014,150,One-time gift,9/15/2014,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,7/11/2014,,,,
2007.5803,Individual,Volunteer (No start date - No end date),250,10,One-time gift,12/14/2007,20,One-time gift,12/13/2021,30,One-time gift,3/25/2019,,,,,Female,1,Higher giving potential,,,,,,,,,,,,,,,0,,,,,12/29/2007,,,,
269,Individual,Prospect (No start date - No end date),250,150,One-time gift,11/18/2003,100,One-time gift,9/22/2004,150,One-time gift,11/18/2003,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/2/1996,,,Elkin (No date),
2008.1332,Individual,,250,250,One-time gift,9/15/2008,250,One-time gift,9/15/2008,250,One-time gift,9/15/2008,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,9/19/2008,,,,
2010.1881,Organization,,250,250,One-time gift,11/3/2010,250,One-time gift,11/3/2010,250,One-time gift,11/3/2010,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/4/2010,,,,
2014.27,Individual,Prospect (No start date - No end date),250,150,One-time gift,1/7/2014,100,One-time gift,10/20/2014,150,One-time gift,1/7/2014,,,,,Female,0,Lost donor,,,,,,2014 Enterprise Center event (No date),,,,,,,,,0,,,,,1/7/2014,,,BPI (No date),
